ACC_NO,traveldelay_15min_sum,traveldelay_15min_mean,affected_segments_nunique,SEG_ID_crash_x,ACC_DATE,ACC_TIME,hour,SEVERITY,day_of_week,daytype,peakhours,IN_20M_JCN,WEATHER,RAIN,ST_LGT,NO_VEH,NO_CSU,POLDIV,collision,heavy_ct,psn_distance,fs_distance,am_depot_distance,hos_distance,AADT,PedestrianExposure,SEVERITY_2type,NO_VEH_2type,ST_LGT_good,Region,FRC,FRC_string,SPEED,KPH,edge_degree,SEG_ID_crash_y,ID,AMD,AQU,BGD,BUS,CMF,COM,CUF,GOV,HNC,MUF,PAK,REM,RSF,SCH,TRF,TRH,TRS,UTI,food,traveldelay_15min_sum_perseg,heavey_involve,roadwork
5819,2.3153621023745354,0.08269150365623341,7,_13440001350982201,2021-05-05,112,1,Slight,Wednesday,weekday,non-peak,Yes,Clear,Not raining,Good,3,3,KC,vehicle-vehicle,0,852.7298428299353,815.0601876361806,820.3952712648611,904.5409394805404,46710.23598992121,0.0,Slight,equalorhigherthan2,good,KL,2,Main,70.0,60,3.847929813760197e-05,_13440001350982201,13440001350982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33076601462493366,n,0.0
5824,96.32208816614393,2.0067101701279983,18,_13440001306247202,2021-05-05,805,8,Slight,Wednesday,weekday,peak,No,Clear,Not raining,Not lit,2,1,CW,vehicle-vehicle,0,376.5616919253894,541.1522782946598,1136.1737981164445,2817.971896517201,18079.32419377238,807.555765484,Slight,equalorhigherthan2,bad,HKI,0,Main,70.0,120,4.809912267200247e-05,_13440001306247202,13440001306247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.3512271203413295,n,0.0
5829,7.531376681118228,0.2215110788564185,9,_13440001359928202,2021-05-05,1033,10,Slight,Wednesday,weekday,non-peak,No,Clear,Not raining,Not lit,2,1,NP,vehicle-vehicle,0,1241.6703507777845,746.5387230654756,743.0278436811801,1917.2345320618865,56694.28027820858,200.70623852,Slight,equalorhigherthan2,bad,HKI,0,Main,70.0,120,3.847929813760197e-05,_13440001359928202,13440001359928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8368196312353587,n,0.0
5890,65.78134844138349,0.49834354879835974,48,_13440003320519200,2021-05-06,1641,16,Slight,Thursday,weekday,non-peak,No,Clear,Not raining,Not lit,2,1,WCH,vehicle-vehicle,0,1627.0939516600042,378.7052896197254,930.3304068722596,648.618155295857,23459.79770159564,3402.95251363824,Slight,equalorhigherthan2,bad,HKI,3,Secondary,50.0,60,3.847929813760197e-05,_13440003320519200,13440003320519,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3704447591954894,n,0.0
5897,0.4096641767751644,0.011704690765004697,9,_13440001392583203,2021-05-06,1920,19,Slight,Thursday,weekday,peak,No,Clear,Not raining,Good,2,1,TY,vehicle-vehicle,0,1096.0403863869226,928.5761936199484,560.6898902825056,1071.418896106496,92033.52011755528,2317.4946348548,Slight,equalorhigherthan2,good,NT,0,Main,70.0,120,3.847929813760197e-05,_13440001392583203,13440001392583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045518241863907155,n,0.0
5907,23.891830347684305,0.7466196983651345,8,_13440001348454201,2021-05-07,822,8,Slight,Friday,weekday,peak,No,Clear,Not raining,Daylight,2,1,KC,vehicle-vehicle,0,698.0410131952218,432.8297871568026,464.90216788973305,507.1392525443599,24414.919236195397,0.0,Slight,equalorhigherthan2,good,KL,3,Secondary,70.0,60,5.771894720640296e-05,_13440001348454201,13440001348454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.986478793460538,n,0.0
5912,64.11296633221579,0.4612443621022719,49,_13440001374429202,2021-05-07,1014,10,Slight,Friday,weekday,non-peak,No,Clear,Not raining,Not lit,2,1,WTS,vehicle-vehicle,0,294.993650141038,683.9588092162085,647.5008111916553,616.6014300969002,10277.31649129352,8075.24115989753,Slight,equalorhigherthan2,bad,KL,7,Minor,50.0,35,5.771894720640296e-05,_13440001374429202,13440001374429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.3084278843309345,n,0.0
5915,119.44525632689847,0.807062542749314,72,_13440001384742202,2021-05-07,1230,12,Slight,Friday,weekday,non-peak,No,Clear,Not raining,Not lit,2,1,C,vehicle-vehicle,1,295.26534722042896,351.11515341505753,2194.5845806695847,294.3237292959625,3343.2482734151586,892.219412214,Slight,equalorhigherthan2,bad,HKI,6,Local,50.0,35,3.847929813760197e-05,_13440001384742202,13440001384742,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6589618934291455,y,0.0
5920,72.8095500058853,0.5021348276267952,47,_13440001400672200,2021-05-07,1405,14,Slight,Friday,weekday,non-peak,No,Clear,Not raining,Not lit,2,1,W,vehicle-vehicle,0,1157.1890640757022,475.8959435715556,336.2457554552969,1194.6166813694258,28383.789182881035,338.87205452,Slight,equalorhigherthan2,bad,HKI,2,Main,50.0,60,5.771894720640296e-05,_13440001400672200,13440001400672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5491393618273468,n,0.0
5951,70.31574494704478,0.3842390434264742,61,_13440001507802200,2021-05-08,945,9,Slight,Saturday,weekend,peak,Yes,Clear,Not raining,Good,2,1,SSPO,single-vehicle,0,523.1289178095977,754.6762125284474,686.9403211222963,96.5220086566072,33637.82948744398,7818.05736194292,Slight,equalorhigherthan2,good,KL,5,Local,50.0,65,6.733877174080345e-05,_13440001507802200,13440001507802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1527171302794226,n,0.0
5953,34.85404706570569,0.7415754694830998,16,_13440001197340200,2021-05-08,1018,10,Slight,Saturday,weekend,non-peak,Yes,Clear,Not raining,Not lit,3,3,KC,vehicle-vehicle,0,532.8327967948053,516.1759613572958,512.3379851581078,585.3654330821618,19996.56533209792,6950.6899923558,Slight,equalorhigherthan2,bad,KL,3,Secondary,70.0,75,5.771894720640296e-05,_13440001197340200,13440001197340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.178377941606606,n,0.0
5964,37.22558668250505,1.0060969373650015,18,_13440001122405202,2021-05-08,1310,13,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Not lit,1,1,KT,single-vehicle,0,403.63294778819335,70.83568648203435,953.659863576857,1311.797267146609,63103.42872138588,829.357028561,Slight,lessthan2,bad,KL,3,Secondary,70.0,75,4.809912267200247e-05,_13440001122405202,13440001122405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0680881490280587,n,0.0
5970,77.69475059868343,0.5712849308726723,47,_13440001359165200,2021-05-08,1421,14,Slight,Saturday,weekend,non-peak,Yes,Clear,Not raining,Daylight,2,1,CSW,vehicle-vehicle,0,225.15710348386267,473.02979570660034,696.0754313660285,1036.0928688910328,4545.036420312058,844.931499185,Slight,equalorhigherthan2,good,KL,7,Minor,50.0,20,5.771894720640296e-05,_13440001359165200,13440001359165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6530797999719877,n,1.0
5977,58.096955298802186,0.41203514396313606,40,_13440001324770202,2021-05-08,1550,15,Serious,Saturday,weekend,non-peak,No,Clear,Not raining,Not lit,2,1,NP,vehicle-vehicle,0,1907.610817933718,317.4231548012102,1057.2258947147102,748.5225235414397,15976.986586037674,5548.70964997686,KSI,equalorhigherthan2,bad,HKI,3,Secondary,70.0,60,4.809912267200247e-05,_13440001324770202,13440001324770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4524238824700546,n,0.0
5997,16.081796069407517,0.31532933469426505,20,_13440001469170201,2021-05-08,2005,20,Slight,Saturday,weekend,peak,No,Clear,Not raining,Good,1,1,TS,single-vehicle,1,1180.5329818530304,1098.5127434273072,1140.8217501610882,1813.56935908382,61956.3666344257,1322.873585064,Slight,lessthan2,good,NT,0,Main,70.0,120,2.885947360320148e-05,_13440001469170201,13440001469170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8040898034703758,y,0.0
6002,40.239541159281174,0.5917579582247231,27,_13440001335305200,2021-05-08,2230,22,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Good,2,5,TW,vehicle-vehicle,0,5019.291984619924,188.5686519304211,195.0537400796472,4470.297357484521,86197.00874180192,209.8144737539,Slight,equalorhigherthan2,good,NT,0,Main,70.0,120,5.771894720640296e-05,_13440001335305200,13440001335305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.490353376269673,n,0.0
6027,51.34343159602726,0.7131032166114897,25,_13440001279602202,2021-05-09,1330,13,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Daylight,2,1,CSW,vehicle-vehicle,0,305.88824317859144,579.7910760439846,673.667449997543,552.5225536658911,24947.63013826966,4520.812484713,Slight,equalorhigherthan2,good,KL,3,Secondary,70.0,60,7.695859627520394e-05,_13440001279602202,13440001279602,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0537372638410902,n,0.0
6033,3.0530059613725533,0.10527606763353632,8,_13440001310859202,2021-05-09,1550,15,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Not lit,2,1,NP,vehicle-vehicle,0,1971.2897214749944,158.97896540578702,1361.462223043271,749.8533658136723,89357.73588874815,0.0,Slight,equalorhigherthan2,bad,HKI,0,Main,50.0,120,4.809912267200247e-05,_13440001310859202,13440001310859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38162574517156916,n,0.0
6043,46.23112287932525,0.28362652073205674,56,_13440001474490200,2021-05-09,1809,18,Slight,Sunday,weekend,peak,Yes,Clear,Not raining,Daylight,2,1,KC,vehicle-vehicle,0,255.84087189281195,862.680707605608,389.7691986150017,626.5137314117435,15800.941266770373,1625.3865230997,Slight,equalorhigherthan2,good,KL,4,Local,70.0,45,3.847929813760197e-05,_13440001474490200,13440001474490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8255557657022365,n,0.0
6049,74.70939053287007,0.4583398192200618,53,_13440001362541202,2021-05-09,2103,21,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Good,2,1,KT,vehicle-vehicle,0,832.2869471713589,234.07945142505147,1435.85909541791,1062.1231025979469,42101.931206925874,3852.4812907404,Slight,equalorhigherthan2,good,KL,1,Main,50.0,70,6.733877174080345e-05,_13440001362541202,13440001362541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.409611142129624,n,0.0
6051,4.494003022321912,0.14043759444755974,8,_13440001280024203,2021-05-09,2111,21,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Good,1,1,KWC,single-vehicle,0,1085.9004939841416,819.5460732066628,1105.8186236259528,1718.8587812779335,33102.18369537196,331.7370080256,Slight,lessthan2,good,NT,3,Secondary,70.0,75,3.847929813760197e-05,_13440001280024203,13440001280024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.561750377790239,n,0.0
6055,25.474802554568797,0.3351947704548526,27,_13440002139281201,2021-05-09,2252,22,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Good,2,1,WCH,vehicle-vehicle,0,1306.6054633382648,160.88616056546405,420.2315947377422,475.8461934052533,26878.3677690132,156.681999,Slight,equalorhigherthan2,good,HKI,2,Main,70.0,60,4.809912267200247e-05,_13440002139281201,13440002139281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9435112057247702,n,0.0
6061,100.82244237604225,0.4345794930001821,81,_13440001569515200,2021-05-10,746,7,Serious,Monday,weekday,peak,Yes,Clear,Not raining,Daylight,1,1,SSPO,vehicle-pedestrian,0,523.5955104015936,744.6401950728773,675.1351509176684,560.409213899528,15128.529609603198,7896.6670717329,KSI,lessthan2,good,KL,6,Local,50.0,35,6.733877174080345e-05,_13440001569515200,13440001569515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2447215108153364,n,0.0
6066,49.547374502823736,0.5161184844044139,31,_13440001480197201,2021-05-10,910,9,Slight,Monday,weekday,peak,No,Clear,Not raining,Daylight,2,2,NTK,vehicle-vehicle,0,731.604591471945,259.93785626217675,1423.4420977883815,1840.9203564282832,66962.65997540529,4586.69109471855,Slight,equalorhigherthan2,good,KL,1,Main,70.0,85,5.771894720640296e-05,_13440001480197201,13440001480197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5983024033168947,n,0.0
6073,30.43010448876529,0.5246569739442292,20,_13440001303164202,2021-05-10,1126,11,Slight,Monday,weekday,non-peak,No,Clear,Not raining,Not lit,1,1,ABD,vehicle-pedestrian,0,796.998456642867,500.6951121123027,1623.406134973457,1255.962960533486,9469.695008260518,0.0,Slight,lessthan2,bad,HKI,7,Minor,50.0,20,6.733877174080345e-05,_13440001303164202,13440001303164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.5215052244382645,n,0.0
6080,79.22162932881366,0.4083589140660498,66,_13440001062149200,2021-05-10,1312,13,Slight,Monday,weekday,non-peak,No,Clear,Not raining,Good,2,1,KT,vehicle-vehicle,0,313.75339954088275,287.62644211360754,1122.14146223048,1270.0090059521733,82085.68048931571,9747.14030245179,Slight,equalorhigherthan2,good,KL,1,Main,50.0,70,4.809912267200247e-05,_13440001062149200,13440001062149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2003277171032374,n,0.0
6095,44.228315384818075,0.3300620551105826,38,_13440003314921200,2021-05-10,1640,16,Slight,Monday,weekday,non-peak,Yes,Clear,Not raining,Good,1,1,CSW,single-vehicle,1,515.2631588819949,519.3943590207188,512.2518500775099,353.8035950319645,23009.889259466603,6112.5110190328,Slight,lessthan2,good,KL,3,Secondary,50.0,75,5.771894720640296e-05,_13440003314921200,13440003314921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1639030364425809,y,0.0
6105,2.93924093546239,0.12246837231093292,6,_13440001334387201,2021-05-10,1815,18,Slight,Monday,weekday,peak,No,Clear,Not raining,Daylight,2,3,TP,vehicle-vehicle,0,2730.7205017092847,2782.5605467384694,2791.8044359633104,1533.6429279381384,50385.11533742681,842.79246036,Slight,equalorhigherthan2,good,NT,0,Main,100.0,120,3.847929813760197e-05,_13440001334387201,13440001334387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4898734892437317,n,0.0
6825,25.325717562059413,0.4870330300396041,23,_13440001207953200,2021-05-24,1537,15,Slight,Monday,weekday,non-peak,Yes,Clear,Not raining,Daylight,2,1,KC,vehicle-vehicle,1,634.1926988200763,1059.1667550141603,1267.5258297321266,499.31776243197305,28521.889690526838,10372.7177576673,Slight,equalorhigherthan2,good,KL,5,Local,70.0,65,4.809912267200247e-05,_13440001207953200,13440001207953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1011181548721485,y,0.0
6990,50.705007469741005,0.6945891434211097,33,_13440001134504200,2021-05-27,1950,19,Serious,Thursday,weekday,peak,Yes,Clear,Not raining,Good,2,1,WTS,vehicle-vehicle,0,527.3878630740409,952.45242381657,910.0755495597672,728.8432313743409,9371.759889578005,13879.4944745625,KSI,equalorhigherthan2,good,KL,6,Local,50.0,35,6.733877174080345e-05,_13440001134504200,13440001134504,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5365153778709395,n,0.0
7316,50.27229390259949,1.3587106460162026,10,_13440001345515200,2021-06-03,913,9,Slight,Thursday,weekday,peak,No,Clear,Not raining,Not lit,2,1,WCH,vehicle-vehicle,2,357.80744606725705,178.3530931895817,733.4135231783855,492.4882649079997,110890.68525550386,2209.860953742,Slight,equalorhigherthan2,bad,HKI,1,Main,70.0,100,3.847929813760197e-05,_13440001345515200,13440001345515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.027229390259949,y,0.0
7474,81.95446374650379,2.3415561070429654,13,_13440001426063200,2021-06-06,1312,13,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Not lit,2,2,SMP,vehicle-vehicle,0,886.1609171877127,368.40151358741633,1300.4651416696852,1066.6514308480253,67954.56099128547,22384.3471386583,Slight,equalorhigherthan2,bad,KL,1,Main,50.0,70,5.771894720640296e-05,_13440001426063200,13440001426063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.30418951896183,n,0.0
7956,6.588094633737374,0.23528909406204906,12,_13440003337184203,2021-06-16,1133,11,Slight,Wednesday,weekday,non-peak,No,Clear,Not raining,Not lit,2,1,NP,vehicle-vehicle,0,1531.12238880834,862.5848107016144,891.8945828223611,1687.324342976342,118231.34648523484,673.879130822,Slight,equalorhigherthan2,bad,HKI,0,Main,70.0,120,4.809912267200247e-05,_13440003337184203,13440003337184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5490078861447811,n,0.0
7976,52.85335225902116,1.554510360559446,13,_13440003319447202,2021-06-16,1800,18,Slight,Wednesday,weekday,peak,No,Clear,Not raining,Daylight,3,1,NTK,vehicle-vehicle,0,542.0489477836956,527.095742296715,1140.6069310981718,1612.6777799731674,84132.15842426011,70.183673,Slight,equalorhigherthan2,good,KL,1,Main,70.0,100,4.809912267200247e-05,_13440003319447202,13440003319447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.065642481463166,n,0.0
8349,68.21667577065267,0.7032646986665224,45,_13440001694108200,2021-06-23,1906,19,Slight,Wednesday,weekday,peak,No,Clear,Light rain,Good,2,1,WCH,vehicle-vehicle,0,1296.4942908935643,46.71764244743238,548.9590512637667,606.920121583718,85007.0453571496,364.686618,Slight,equalorhigherthan2,good,HKI,2,Main,70.0,60,5.771894720640296e-05,_13440001694108200,13440001694108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.515926128236726,n,0.0
8620,73.41720888119072,0.6169513351360565,54,_13440001507802200,2021-06-30,22,0,Slight,Wednesday,weekday,non-peak,Yes,Clear,Not raining,Good,2,1,SSPO,vehicle-vehicle,0,523.1289178095977,754.6762125284474,686.9403211222963,96.5220086566072,33637.82948744398,7818.05736194292,Slight,equalorhigherthan2,good,KL,5,Local,50.0,65,6.733877174080345e-05,_13440001507802200,13440001507802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3595779422442726,n,0.0
8734,118.0869567788406,1.2173913069983566,42,_13440001408589200,2021-07-02,1336,13,Slight,Friday,weekday,non-peak,No,Clear,Not raining,Daylight,2,1,HH,vehicle-vehicle,0,837.3388782460146,585.5576555369856,663.0720732929275,709.3282965013627,87516.9010746903,6610.73423518351,Slight,equalorhigherthan2,good,KL,2,Main,70.0,75,2.885947360320148e-05,_13440001408589200,13440001408589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.811594209020014,n,0.0
8767,56.81573365645709,0.4983836285654131,60,_13440001369280201,2021-07-03,221,2,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Good,1,1,C,vehicle-pedestrian,0,1132.300158683548,626.4942441394008,2352.224098877887,385.3324760268747,5311.435259362723,4073.5779504068,Slight,lessthan2,good,HKI,7,Minor,50.0,20,5.771894720640296e-05,_13440001369280201,13440001369280,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9469288942742848,n,0.0
8811,86.85184825181268,0.8116995163720812,61,_13440003330903200,2021-07-03,2056,20,Slight,Saturday,weekend,peak,Yes,Clear,Not raining,Good,2,1,KT,vehicle-vehicle,0,297.0525899613716,304.51389748486395,1105.4531007187902,1280.4549456505183,90067.00208658684,4613.5977932368,Slight,equalorhigherthan2,good,KL,1,Main,50.0,100,5.771894720640296e-05,_13440003330903200,13440003330903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4238007910133226,n,0.0
8850,65.44648480215193,0.7791248190732373,36,_13440001172713201,2021-07-04,1830,18,Slight,Sunday,weekend,peak,No,Clear,Not raining,Good,1,1,WCH,vehicle-pedestrian,0,1555.1834964398454,443.7966355807568,961.7139631416318,447.0804770353479,6686.943973995439,25364.8302325387,Slight,lessthan2,good,HKI,7,Minor,50.0,20,4.809912267200247e-05,_13440001172713201,13440001172713,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.817957911170887,n,0.0
8889,6.772746472645496,0.15392605619648855,15,_13440001338544202,2021-07-05,1244,12,Slight,Monday,weekday,non-peak,No,Clear,Not raining,Not lit,2,2,MK,vehicle-vehicle,0,1181.7881445884216,802.8244100261555,362.9172445909328,1455.5777138883768,25645.825365572186,169.913044,Slight,equalorhigherthan2,bad,KL,3,Secondary,70.0,75,4.809912267200247e-05,_13440001338544202,13440001338544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4515164315096997,n,1.0
8912,5.733348175522062,0.20476243484007364,7,_13440003370928201,2021-07-05,2125,21,Slight,Monday,weekday,non-peak,No,Clear,Not raining,Good,1,1,CSW,single-vehicle,0,1380.1526180035637,793.5219529168752,829.5528578230502,536.0020180630845,42030.94008955863,0.0,Slight,lessthan2,good,KL,1,Main,70.0,100,3.847929813760197e-05,_13440003370928201,13440003370928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8190497393602946,n,0.0
8928,81.1195880299855,0.7511072965739397,52,_13440003327599201,2021-07-06,1204,12,Slight,Tuesday,weekday,non-peak,No,Clear,Not raining,Not lit,3,2,C,vehicle-vehicle,0,918.7378516802012,683.7841888344399,1956.341894065644,1100.5995736396112,16176.707730290442,3672.8803229721,Slight,equalorhigherthan2,bad,HKI,6,Local,70.0,50,5.771894720640296e-05,_13440003327599201,13440003327599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5599920774997211,n,0.0
9031,11.151017378433604,0.3186004965266744,13,_13440001624660200,2021-07-08,1617,16,Slight,Thursday,weekday,non-peak,No,Clear,Not raining,Not lit,2,1,NP,vehicle-vehicle,0,123.40224644297832,282.27502639151487,996.3014275716264,2625.067601442948,113428.27227123604,476.248786368,Slight,equalorhigherthan2,bad,HKI,0,Main,70.0,120,4.809912267200247e-05,_13440001624660200,13440001624660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8577705675718157,n,0.0
9153,57.02452347958714,1.728015863017792,13,_13440001624660200,2021-07-10,1831,18,Slight,Saturday,weekend,peak,No,Clear,Not raining,Not lit,2,1,NP,vehicle-vehicle,0,127.08067769456947,286.5248854410286,998.3191253315482,2628.1904530608317,113428.27227123604,476.248786368,Slight,equalorhigherthan2,bad,HKI,0,Main,70.0,120,4.809912267200247e-05,_13440001624660200,13440001624660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.386501806122087,n,0.0
9163,11.04847842797604,0.2301766339161675,13,_13440001319602200,2021-07-10,2256,22,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Good,2,1,WCH,vehicle-vehicle,0,1067.1175654705494,285.85642416243047,507.4753133610166,560.7745504299094,84587.1721793536,635.559762972,Slight,equalorhigherthan2,good,HKI,1,Main,70.0,70,2.885947360320148e-05,_13440001319602200,13440001319602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8498829559981569,n,0.0
9279,189.610585569911,0.9029075503329095,105,_13440001393546200,2021-07-13,1520,15,Slight,Tuesday,weekday,non-peak,Yes,Clear,Not raining,Daylight,2,1,YMT,vehicle-vehicle,0,321.3931699356052,187.8549577501637,1152.6066231958291,938.7098967446364,4088.413509792481,3879.5048119359,Slight,equalorhigherthan2,good,KL,6,Local,50.0,35,5.771894720640296e-05,_13440001393546200,13440001393546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.805815100665819,n,1.0
