ACC_NO,traveldelay_15min_sum,traveldelay_15min_mean,affected_segments_nunique,SEG_ID_crash_x,ACC_DATE,ACC_TIME,hour,SEVERITY,day_of_week,daytype,peakhours,IN_20M_JCN,WEATHER,RAIN,ST_LGT,NO_VEH,NO_CSU,POLDIV,collision,heavy_ct,psn_distance,fs_distance,am_depot_distance,hos_distance,AADT,PedestrianExposure,SEVERITY_2type,NO_VEH_2type,ST_LGT_good,Region,FRC,FRC_string,SPEED,KPH,edge_degree,SEG_ID_crash_y,ID,AMD,AQU,BGD,BUS,CMF,COM,CUF,GOV,HNC,MUF,PAK,REM,RSF,SCH,TRF,TRH,TRS,UTI,food,traveldelay_15min_sum_perseg,heavey_involve,roadwork
15264,14.913228087028328,0.3106922518130902,18,_13440001540719201,2021-11-16,1752,17,Slight,Tuesday,weekday,non-peak,No,Clear,Not raining,Not lit,1,1,ABD,single-vehicle,1,845.502183824576,452.8339258568593,1594.4070531017371,1282.1927705637816,46222.72075213356,524.315797796,Slight,lessthan2,bad,HKI,2,Main,70.0,60,6.733877174080345e-05,_13440001540719201,13440001540719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8285126715015738,y,0.0
15269,34.93103045597714,0.2646290186058874,53,_13440001358471203,2021-11-16,2102,21,Slight,Tuesday,weekday,non-peak,No,Clear,Not raining,Good,1,1,HV,single-vehicle,1,1276.4017879889473,917.32565430592,1507.6299748264892,378.9996828729053,19749.291249045506,8863.0048901709,Slight,lessthan2,good,HKI,4,Local,60.0,65,5.771894720640296e-05,_13440001358471203,13440001358471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6590760463391913,y,0.0
15298,55.7872166032434,0.5578721660324341,35,_13440001412233200,2021-11-17,1840,18,Slight,Wednesday,weekday,peak,No,Clear,Not raining,Good,2,1,WCH,vehicle-vehicle,0,881.6212914310364,416.5375767694316,467.3159649235699,444.8838364607325,69767.21402407016,1170.5158015103,Slight,equalorhigherthan2,good,HKI,1,Main,70.0,70,3.847929813760197e-05,_13440001412233200,13440001412233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5939204743783828,n,0.0
15347,39.62473360446549,0.5283297813928732,21,_13440001319729200,2021-11-18,1847,18,Slight,Thursday,weekday,peak,No,Clear,Not raining,Good,2,1,W,vehicle-vehicle,0,2176.8949949376065,885.3228964543816,1281.6428803173558,817.3133776453204,21969.70705813926,929.9852473254,Slight,equalorhigherthan2,good,HKI,2,Main,50.0,60,7.695859627520394e-05,_13440001319729200,13440001319729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8868920764031185,n,0.0
15353,8.603097036418411,0.26884678238807536,8,_13440001387496203,2021-11-18,2130,21,Slight,Thursday,weekday,non-peak,Yes,Clear,Not raining,Good,1,1,KT,single-vehicle,0,72.88010871139805,504.3090258531649,879.1587147678779,1429.5542099400684,33880.09699443337,0.0,Slight,lessthan2,good,KL,3,Secondary,70.0,50,4.809912267200247e-05,_13440001387496203,13440001387496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0753871295523014,n,0.0
15368,95.04741776551188,0.42056379542261896,71,_13440001457992201,2021-11-19,918,9,Slight,Friday,weekday,peak,No,Clear,Not raining,Not lit,2,1,HV,vehicle-vehicle,0,1020.4864398946544,753.2113644134442,203.26062735705835,145.3769089881319,17349.78264926705,1304.5260230746,Slight,equalorhigherthan2,bad,HKI,4,Local,70.0,65,4.809912267200247e-05,_13440001457992201,13440001457992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3386960248663644,n,0.0
15373,7.671647233656252,0.19179118084140628,12,_13440001381554201,2021-11-19,1319,13,Slight,Friday,weekday,non-peak,Yes,Clear,Not raining,Daylight,2,1,CSW,vehicle-vehicle,0,583.3777794374987,220.61141255168332,77.4103069272629,752.9861051567727,41942.77179797288,196.134658,Slight,equalorhigherthan2,good,KL,2,Main,70.0,60,3.847929813760197e-05,_13440001381554201,13440001381554,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.639303936138021,n,0.0
15392,19.78335186624567,0.4300728666575146,17,_13440003346382202,2021-11-19,1948,19,Slight,Friday,weekday,peak,No,Clear,Not raining,Good,3,2,TW,vehicle-vehicle,0,1107.2528112160007,1108.8172718929873,1240.8125880776154,735.9133337910492,50877.61761126128,1223.5242930564,Slight,equalorhigherthan2,good,NT,0,Main,70.0,120,4.809912267200247e-05,_13440003346382202,13440003346382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1637265803673924,n,0.0
15393,66.09656206200006,0.3651743760331495,53,_13440003320519200,2021-11-19,2050,20,Slight,Friday,weekday,peak,No,Clear,Not raining,Good,2,1,WCH,vehicle-vehicle,0,1630.588692698096,381.9300191167857,933.506896095244,647.3088761467872,23459.79770159564,3402.95251363824,Slight,equalorhigherthan2,good,HKI,3,Secondary,50.0,60,3.847929813760197e-05,_13440003320519200,13440003320519,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.247104944566039,n,0.0
15428,147.68679171554209,0.8250658755058217,66,_13440001409986201,2021-11-20,1155,11,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Daylight,2,1,TP,vehicle-vehicle,0,673.5499698137558,207.5683291501175,293.30769943681383,1189.275964053187,16335.734004804792,1411.08983955556,Slight,equalorhigherthan2,good,NT,3,Secondary,50.0,60,4.809912267200247e-05,_13440001409986201,13440001409986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.237678662356698,n,0.0
15459,33.04868465144972,1.1803101661232043,8,_13440001580027202,2021-11-20,2051,20,Slight,Saturday,weekend,peak,No,Clear,Not raining,Good,2,1,WCH,vehicle-vehicle,0,992.1371162360456,55.30303988618154,211.82188025197016,1131.0322668403169,25526.87524269591,1134.130647063,Slight,equalorhigherthan2,good,HKI,2,Main,70.0,75,4.809912267200247e-05,_13440001580027202,13440001580027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.131085581431215,n,0.0
15471,24.14166403994041,0.652477406484876,15,_13440002794487202,2021-11-21,205,2,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Good,2,2,TP,vehicle-vehicle,1,3342.6856370503588,3418.210474473937,3424.3225919013857,2099.291312552964,82172.80921864577,576.802575988,Slight,equalorhigherthan2,good,NT,0,Main,100.0,120,5.771894720640296e-05,_13440002794487202,13440002794487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094442693293607,y,0.0
15482,12.323700989513057,0.29342145213126325,12,_13440001408904203,2021-11-21,1023,10,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Not lit,2,1,NP,vehicle-vehicle,0,203.46476617385423,73.97166342271667,847.8498687801002,2488.289508985162,45829.45791667136,275.542547848,Slight,equalorhigherthan2,bad,HKI,3,Secondary,50.0,50,3.847929813760197e-05,_13440001408904203,13440001408904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0269750824594215,n,0.0
15501,32.36809918574884,0.7192910930166408,25,_13440001412780200,2021-11-21,1350,13,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Daylight,4,2,TM,vehicle-vehicle,0,783.9824009404915,844.3185322379258,778.2380739133828,832.2315065071066,93912.02971454203,1090.28008137055,Slight,equalorhigherthan2,good,NT,0,Main,50.0,120,6.733877174080345e-05,_13440001412780200,13440001412780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2947239674299535,n,0.0
15504,60.802993021454384,0.8812027974123824,22,_13440001481366201,2021-11-21,1451,14,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,None,2,1,YMT,vehicle-vehicle,0,798.6340873890878,637.5645873563807,465.38759617616375,502.8594265156904,40506.91835552379,75.822222,Slight,equalorhigherthan2,bad,KL,2,Main,70.0,60,5.771894720640296e-05,_13440001481366201,13440001481366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7637724100661085,n,0.0
15505,74.34827597640202,0.991310346352027,34,_13440003334335200,2021-11-21,1500,15,Slight,Sunday,weekend,non-peak,Yes,Clear,Not raining,Not lit,2,1,NTK,vehicle-vehicle,0,396.7343762595576,59.60755910897827,347.0245668496646,320.0331949308985,31367.53224312275,398.4457244622,Slight,equalorhigherthan2,bad,KL,7,Minor,50.0,20,5.771894720640296e-05,_13440003334335200,13440003334335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1867139993059417,n,0.0
15579,59.849768181248734,0.3101024258095789,95,_13440001321171201,2021-11-23,731,7,Slight,Tuesday,weekday,peak,No,Clear,Not raining,Not lit,1,1,C,vehicle-pedestrian,0,960.211922056294,768.933339825301,2484.4817944741712,486.343458479733,15094.08531839945,1408.33350693593,Slight,lessthan2,bad,HKI,6,Local,70.0,50,4.809912267200247e-05,_13440001321171201,13440001321171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6299975598026183,n,0.0
15581,107.07411267439973,0.39221286693919316,88,_13440003320987200,2021-11-23,1120,11,Slight,Tuesday,weekday,non-peak,No,Clear,Not raining,Not lit,1,1,C,single-vehicle,1,1029.1414154072947,557.5348177064623,2109.478592062386,792.2783957996012,13905.360341103293,1330.2264781068,Slight,lessthan2,bad,HKI,6,Local,70.0,35,7.695859627520394e-05,_13440003320987200,13440003320987,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.216751280390906,y,0.0
15595,117.20422878515997,0.8812348028959396,46,_13440001403899200,2021-11-23,1823,18,Slight,Tuesday,weekday,peak,No,Clear,Not raining,Good,2,2,WCH,vehicle-vehicle,0,1719.1848845354732,481.5047311784545,1029.604180488814,604.3408572119405,25330.629401657505,2182.56621566944,Slight,equalorhigherthan2,good,HKI,3,Secondary,50.0,60,3.847929813760197e-05,_13440001403899200,13440001403899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.547918017068695,n,0.0
15615,225.4581849741867,0.6554017005063567,126,_13440001680610200,2021-11-24,1035,10,Slight,Wednesday,weekday,non-peak,No,Clear,Not raining,Not lit,1,1,C,single-vehicle,1,365.0431978644808,428.2498553142862,2496.951158706725,594.5128917699682,10352.2039112618,40056.2314452449,Slight,lessthan2,bad,HKI,7,Minor,50.0,20,6.733877174080345e-05,_13440001680610200,13440001680610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7893506743983072,y,0.0
15616,5.806061836429765,0.16588748104085044,12,_13440001366375200,2021-11-24,1036,10,Slight,Wednesday,weekday,non-peak,Yes,Clear,Not raining,Daylight,4,2,HH,vehicle-vehicle,0,366.5030001947467,579.8449235458957,384.9849883481702,291.77642575371044,70832.04003980056,797.892790704,Slight,equalorhigherthan2,good,KL,2,Main,70.0,75,7.695859627520394e-05,_13440001366375200,13440001366375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4838384863691471,n,0.0
15630,86.84561532584374,0.7823929308634571,62,_13440001486683200,2021-11-24,1425,14,Slight,Wednesday,weekday,non-peak,Yes,Clear,Not raining,Daylight,2,2,TW,vehicle-vehicle,0,705.6661483233294,576.4117919295483,1374.2159333044165,797.3536966492508,85528.50677120322,8779.60338901015,Slight,equalorhigherthan2,good,NT,3,Secondary,50.0,75,5.771894720640296e-05,_13440001486683200,13440001486683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4007357310619957,n,0.0
15642,140.82779086628392,0.5701529994586394,77,_13440001415782200,2021-11-24,1844,18,Slight,Wednesday,weekday,peak,No,Clear,Not raining,Good,2,1,C,vehicle-vehicle,0,915.4744694204726,468.4650261036352,1996.5903246786584,822.0291632026382,67251.54196819672,305.5990654898,Slight,equalorhigherthan2,good,HKI,1,Main,50.0,70,4.809912267200247e-05,_13440001415782200,13440001415782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8289323489127782,n,0.0
15660,79.57176511568733,0.6522275829154699,39,_13440001615207200,2021-11-25,915,9,Slight,Thursday,weekday,peak,No,Clear,Not raining,Not lit,1,1,C,single-vehicle,1,305.51255245967087,420.424434340686,1390.4802971937595,1121.5025240413008,16529.65180877813,1669.1189944787,Slight,lessthan2,bad,HKI,6,Local,50.0,35,4.809912267200247e-05,_13440001615207200,13440001615207,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0403016696330085,y,0.0
15671,27.9699988937953,0.32523254527668954,33,_13440001722303201,2021-11-25,1748,17,Slight,Thursday,weekday,non-peak,No,Clear,Not raining,Daylight,1,1,KC,single-vehicle,1,82.88936168660572,414.9050457300797,360.46209997926377,67.68775478137981,26465.06078496244,3331.25639772566,Slight,lessthan2,good,KL,3,Secondary,70.0,75,4.809912267200247e-05,_13440001722303201,13440001722303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8475757240544031,y,0.0
15675,47.490593959039614,0.31450724476185177,47,_13440003325515200,2021-11-25,1947,19,Slight,Thursday,weekday,peak,No,Clear,Not raining,Good,1,1,C,single-vehicle,1,565.2553343140673,385.8933696040463,1642.7261099873565,1045.670943385972,19297.33257178557,3196.2390559443,Slight,lessthan2,good,HKI,2,Main,50.0,60,5.771894720640296e-05,_13440003325515200,13440003325515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0104381693412683,y,0.0
15680,72.40086944185353,0.41609695081525017,60,_13440001479778200,2021-11-25,2147,21,Slight,Thursday,weekday,non-peak,No,Clear,Not raining,Good,3,1,C,vehicle-vehicle,0,719.6492811998902,793.1465715747215,2268.0451188061525,520.1368145821876,11926.383615806102,3541.6474071707,Slight,equalorhigherthan2,good,HKI,4,Local,50.0,45,3.847929813760197e-05,_13440001479778200,13440001479778,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2066811573642255,n,0.0
15706,179.30289246925588,0.8620331368714225,73,_13440001287018200,2021-11-26,1745,17,Slight,Friday,weekday,non-peak,No,Clear,Not raining,Not lit,2,1,C,vehicle-vehicle,0,1112.2133581417372,903.600202275936,2434.3998724983785,248.2805312266308,60948.42297847732,14908.8918679084,Slight,equalorhigherthan2,bad,HKI,2,Main,70.0,75,5.771894720640296e-05,_13440001287018200,13440001287018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.456204006428163,n,0.0
15718,73.67929883876616,0.3702477328581214,66,_13440001634865200,2021-11-26,2012,20,Slight,Friday,weekday,peak,No,Clear,Not raining,Good,2,1,YL,vehicle-vehicle,0,1072.3147526239482,531.4198700375563,526.3154115115502,825.1956208796654,15487.032462204988,18226.1573973463,Slight,equalorhigherthan2,good,NT,3,Secondary,50.0,60,7.695859627520394e-05,_13440001634865200,13440001634865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1163530127085781,n,0.0
15742,55.967132934999725,1.3325507841666602,12,_13440003337178202,2021-11-27,1128,11,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Not lit,2,1,WCH,vehicle-vehicle,0,1465.00976862783,246.957654074619,792.8742456254628,733.0492219089982,66901.66151881548,65.12963,Slight,equalorhigherthan2,bad,HKI,1,Main,70.0,100,3.847929813760197e-05,_13440003337178202,13440003337178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.663927744583311,n,0.0
15746,122.0616078501964,0.44065562400792924,78,_13440001760201200,2021-11-27,1251,12,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Not lit,1,1,C,vehicle-pedestrian,0,418.4060746580405,269.6536990012199,1486.7667092919855,1034.5233665919263,25796.512074831237,2982.8014323737,Slight,lessthan2,bad,HKI,3,Secondary,50.0,60,6.733877174080345e-05,_13440001760201200,13440001760201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5648924083358513,n,0.0
15779,67.53873959063162,0.43573380381052657,46,_13440003330758201,2021-11-27,2057,20,Slight,Saturday,weekend,peak,No,Clear,Not raining,Good,1,1,TP,vehicle-pedestrian,0,1178.1043875462035,358.85789694877417,269.9767216099204,1491.5879419311898,31862.236015686045,2587.42817020308,Slight,lessthan2,good,NT,3,Secondary,50.0,60,3.847929813760197e-05,_13440003330758201,13440003330758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.468233469361557,n,0.0
15798,23.918410265714726,0.281393061949585,26,_13440002115174200,2021-11-28,1050,10,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Daylight,2,1,PH,vehicle-vehicle,0,2793.6113634132694,2847.8912173797826,3277.241545139454,2689.4606295044646,13009.25191747001,0.0,Slight,equalorhigherthan2,good,NT,6,Local,50.0,50,5.771894720640296e-05,_13440002115174200,13440002115174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9199388563736434,n,0.0
15799,6.1050654022177495,0.0939240831110423,17,_13440001395775201,2021-11-28,1111,11,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Not lit,2,2,ABD,vehicle-vehicle,0,2802.232573815045,1732.139509344244,1757.2014985237065,1631.5058847907017,22138.71363030426,997.20570072446,Slight,equalorhigherthan2,bad,HKI,4,Local,50.0,45,5.771894720640296e-05,_13440001395775201,13440001395775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3591214942481029,n,0.0
15820,23.48869756886473,0.340415906795141,27,_13440003338276200,2021-11-28,1700,17,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Good,1,1,YL,single-vehicle,0,1916.5233535466775,1019.7555875969482,957.3478589117968,118.20171088319324,92391.6145423336,4031.31311473597,Slight,lessthan2,good,NT,2,Main,50.0,75,2.885947360320148e-05,_13440003338276200,13440003338276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8699517618098048,n,0.0
15826,13.437795207199747,0.5168382771999902,8,_13440001212686202,2021-11-28,1854,18,Slight,Sunday,weekend,peak,No,Clear,Not raining,Not lit,2,1,ABD,vehicle-vehicle,0,709.0681976891758,517.7047761641495,1741.2093978795947,1372.5640423671653,55100.33169549488,840.172971196,Slight,equalorhigherthan2,bad,HKI,2,Main,70.0,60,3.847929813760197e-05,_13440001212686202,13440001212686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6797244008999683,n,0.0
15833,2.5119192894610203,0.07611876634730365,11,_13440001361464201,2021-11-28,2219,22,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Good,1,1,KWC,vehicle-object,0,1601.7766761149676,1004.157985437266,1028.4011863325682,285.442629684876,58598.573983542105,618.118745014,Slight,lessthan2,good,NT,2,Main,70.0,75,5.771894720640296e-05,_13440001361464201,13440001361464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22835629904191093,n,0.0
15837,39.17815366295738,0.5441410230966303,24,_13440003342190202,2021-11-29,800,8,Slight,Monday,weekday,peak,No,Clear,Not raining,Not lit,2,1,TP,vehicle-vehicle,0,1987.8936845540527,150.40663037091372,2846.914299282508,1490.9836718866802,23665.665514117634,442.385155222,Slight,equalorhigherthan2,bad,NT,3,Secondary,70.0,60,4.809912267200247e-05,_13440003342190202,13440003342190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6324230692898907,n,0.0
15853,14.306055969554635,0.5722422387821854,7,_13440001366537200,2021-11-29,1518,15,Slight,Monday,weekday,non-peak,No,Clear,Not raining,Good,2,1,TY,vehicle-vehicle,0,819.3509372950201,856.6831472299082,464.2224310544713,1403.3440652845957,55321.47708128412,638.4847520405,Slight,equalorhigherthan2,good,NT,0,Main,70.0,120,5.771894720640296e-05,_13440001366537200,13440001366537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0437222813649476,n,1.0
15862,53.464605951207595,1.4851279430890998,12,_13440001542191203,2021-11-29,1825,18,Slight,Monday,weekday,peak,No,Clear,Not raining,Good,2,1,TP,vehicle-vehicle,0,1471.6430079267166,2126.627756952591,2215.557265303037,2041.4827379671676,61093.30574369146,3083.6169497959,Slight,equalorhigherthan2,good,NT,0,Main,100.0,120,3.847929813760197e-05,_13440001542191203,13440001542191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4553838292673,n,0.0
15863,70.48785232027728,1.85494348211256,14,_13440001478912202,2021-11-29,1831,18,Slight,Monday,weekday,peak,No,Clear,Not raining,Good,4,1,ST,vehicle-vehicle,0,1354.2346275674724,649.3896754080392,608.4178459428254,1255.091033657495,72355.4703941902,329.145385236,Slight,equalorhigherthan2,good,NT,0,Main,70.0,120,3.847929813760197e-05,_13440001478912202,13440001478912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03484659430552,n,0.0
15874,2.8835545936829567,0.10298409263153417,7,_13440001371317201,2021-11-29,2119,21,Slight,Monday,weekday,non-peak,No,Clear,Not raining,Good,2,1,MK,vehicle-vehicle,0,762.945499489576,1023.3371185870292,556.7358812440593,1191.2385629663308,68725.69567771755,1657.5260519944,Slight,equalorhigherthan2,good,KL,0,Main,100.0,120,4.809912267200247e-05,_13440001371317201,13440001371317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4119363705261367,n,1.0
15884,65.21871368945935,0.5875559791843185,62,_13440003328575200,2021-11-30,845,8,Slight,Tuesday,weekday,peak,No,Clear,Not raining,Not lit,1,1,YL,vehicle-pedestrian,0,624.44629074107,392.3561891841312,457.2399876300148,1324.329204313472,13924.57824737156,9239.18471629805,Slight,lessthan2,bad,NT,6,Local,50.0,35,3.847929813760197e-05,_13440003328575200,13440003328575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0519147369267636,n,0.0
15886,96.91258996452875,0.7454814612656058,56,_13440002037003200,2021-11-30,901,9,Slight,Tuesday,weekday,peak,Yes,Clear,Not raining,Not lit,2,1,NTK,vehicle-vehicle,1,319.8267691255658,369.2173324534028,319.7174527376103,391.8235498041679,15979.52799791584,270.7854594622,Slight,equalorhigherthan2,bad,KL,6,Local,50.0,50,5.771894720640296e-05,_13440002037003200,13440002037003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.730581963652299,y,0.0
15889,53.35018681690895,0.550001925947515,28,_13440001527815202,2021-11-30,1014,10,Slight,Tuesday,weekday,non-peak,No,Clear,Not raining,Not lit,1,1,PH,single-vehicle,0,2911.1507608751954,2968.5031694322583,3086.782385458085,2485.491778142476,5136.467709308235,0.0,Slight,lessthan2,bad,NT,7,Minor,50.0,35,4.809912267200247e-05,_13440001527815202,13440001527815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9053638148896055,n,0.0
15903,39.652297935488804,1.652179080645367,6,_13440003355893201,2021-11-30,1436,14,Slight,Tuesday,weekday,non-peak,No,Clear,Not raining,Daylight,1,1,KC,single-vehicle,0,820.4044539137719,548.4049296107074,583.5287681235341,629.5002748244605,39489.89500241742,487.700141972,Slight,lessthan2,good,KL,3,Secondary,50.0,75,4.809912267200247e-05,_13440003355893201,13440003355893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.608716322581468,n,0.0
15910,148.91039285139738,1.0561020769602651,56,_13440001080645201,2021-11-30,1703,17,Slight,Tuesday,weekday,non-peak,No,Clear,Not raining,Not lit,2,1,KT,vehicle-vehicle,0,31.441114752116277,469.5378093974261,832.2899897340747,1458.233142673942,79652.02892263103,500.442252941,Slight,equalorhigherthan2,bad,KL,1,Main,70.0,100,6.733877174080345e-05,_13440001080645201,13440001080645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6591141580606674,n,0.0
