ACC_NO,timeslot_15min,traveldelay_15min_sum,ACC_DATE,ACC_TIME,hour,SEVERITY,day_of_week,daytype,peakhours,IN_20M_JCN,WEATHER,RAIN,ST_LGT,NO_VEH,NO_CSU,collision,psn_distance,fs_distance,am_depot_distance,hos_distance,AADT,PedestrianExposure,ST_LGT_good,Region,FRC_string,SPEED,KPH,edge_degree,AMD,AQU,BGD,BUS,CMF,COM,CUF,GOV,HNC,MUF,PAK,REM,RSF,SCH,TRF,TRH,TRS,UTI,food,heavey_involve,roadwork
9397,traveldelay_15min_t3,3.447852487567544,2021-07-15,2111,21,Slight,Thursday,weekday,non-peak,No,Clear,Not raining,Good,1,1,single-vehicle,1002.9482286226888,339.99152817484224,474.5223682065525,517.6530721818618,97572.58721177671,707.085692972,good,HKI,Main,70.0,70,2.885947360320148e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9397,traveldelay_15min_t4,3.0918512241456115,2021-07-15,2111,21,Slight,Thursday,weekday,non-peak,No,Clear,Not raining,Good,1,1,single-vehicle,1002.9482286226888,339.99152817484224,474.5223682065525,517.6530721818618,97572.58721177671,707.085692972,good,HKI,Main,70.0,70,2.885947360320148e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9455,traveldelay_15min_t1,8.238412862251549,2021-07-17,900,9,Slight,Saturday,weekend,peak,Yes,Clear,Not raining,,1,1,vehicle-pedestrian,645.0184047896411,1069.9933418883754,1265.49569724076,489.91724440288215,43525.449026313945,8935.82127601853,bad,KL,Local,50.0,65,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9455,traveldelay_15min_t2,0.3136143295810767,2021-07-17,900,9,Slight,Saturday,weekend,peak,Yes,Clear,Not raining,,1,1,vehicle-pedestrian,645.0184047896411,1069.9933418883754,1265.49569724076,489.91724440288215,43525.449026313945,8935.82127601853,bad,KL,Local,50.0,65,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9455,traveldelay_15min_t3,6.6708121996785845,2021-07-17,900,9,Slight,Saturday,weekend,peak,Yes,Clear,Not raining,,1,1,vehicle-pedestrian,645.0184047896411,1069.9933418883754,1265.49569724076,489.91724440288215,43525.449026313945,8935.82127601853,bad,KL,Local,50.0,65,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9455,traveldelay_15min_t4,6.741342035241653,2021-07-17,900,9,Slight,Saturday,weekend,peak,Yes,Clear,Not raining,,1,1,vehicle-pedestrian,645.0184047896411,1069.9933418883754,1265.49569724076,489.91724440288215,43525.449026313945,8935.82127601853,bad,KL,Local,50.0,65,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9463,traveldelay_15min_t1,12.507712985143128,2021-07-17,1244,12,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,1199.1908859574069,763.5364954099058,1438.5190972974974,1520.045299612719,32536.201856655105,527.41325978454,good,KL,Secondary,50.0,75,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,n,0.0
9463,traveldelay_15min_t2,4.524914944470865,2021-07-17,1244,12,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,1199.1908859574069,763.5364954099058,1438.5190972974974,1520.045299612719,32536.201856655105,527.41325978454,good,KL,Secondary,50.0,75,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,n,0.0
9463,traveldelay_15min_t3,2.970539421729884,2021-07-17,1244,12,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,1199.1908859574069,763.5364954099058,1438.5190972974974,1520.045299612719,32536.201856655105,527.41325978454,good,KL,Secondary,50.0,75,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,n,0.0
9463,traveldelay_15min_t4,12.534586684143342,2021-07-17,1244,12,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,1199.1908859574069,763.5364954099058,1438.5190972974974,1520.045299612719,32536.201856655105,527.41325978454,good,KL,Secondary,50.0,75,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,n,0.0
9504,traveldelay_15min_t1,2.6063965913181426,2021-07-18,58,0,Slight,Sunday,weekend,non-peak,Yes,Clear,Not raining,Good,2,1,vehicle-vehicle,297.0525899613716,304.51389748486395,1105.4531007187902,1280.4549456505183,82085.68048931571,9747.14030245179,good,KL,Main,50.0,70,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,n,0.0
9504,traveldelay_15min_t2,13.33109745004877,2021-07-18,58,0,Slight,Sunday,weekend,non-peak,Yes,Clear,Not raining,Good,2,1,vehicle-vehicle,297.0525899613716,304.51389748486395,1105.4531007187902,1280.4549456505183,82085.68048931571,9747.14030245179,good,KL,Main,50.0,70,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,n,0.0
9504,traveldelay_15min_t3,38.9270934575444,2021-07-18,58,0,Slight,Sunday,weekend,non-peak,Yes,Clear,Not raining,Good,2,1,vehicle-vehicle,297.0525899613716,304.51389748486395,1105.4531007187902,1280.4549456505183,82085.68048931571,9747.14030245179,good,KL,Main,50.0,70,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,n,0.0
9504,traveldelay_15min_t4,7.728867212933789,2021-07-18,58,0,Slight,Sunday,weekend,non-peak,Yes,Clear,Not raining,Good,2,1,vehicle-vehicle,297.0525899613716,304.51389748486395,1105.4531007187902,1280.4549456505183,82085.68048931571,9747.14030245179,good,KL,Main,50.0,70,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,n,0.0
9520,traveldelay_15min_t1,10.089228759665431,2021-07-18,1435,14,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,471.31001670041553,884.0192177728162,845.2566082983476,570.4392924124014,10833.824736286504,3636.59744648622,bad,KL,Local,50.0,45,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9520,traveldelay_15min_t2,9.765955150936517,2021-07-18,1435,14,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,471.31001670041553,884.0192177728162,845.2566082983476,570.4392924124014,10833.824736286504,3636.59744648622,bad,KL,Local,50.0,45,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9520,traveldelay_15min_t3,6.138258001888487,2021-07-18,1435,14,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,471.31001670041553,884.0192177728162,845.2566082983476,570.4392924124014,10833.824736286504,3636.59744648622,bad,KL,Local,50.0,45,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9520,traveldelay_15min_t4,1.2229499112914697,2021-07-18,1435,14,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,471.31001670041553,884.0192177728162,845.2566082983476,570.4392924124014,10833.824736286504,3636.59744648622,bad,KL,Local,50.0,45,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9654,traveldelay_15min_t1,40.1094596098849,2021-07-21,815,8,Serious,Wednesday,weekday,peak,No,Clear,Not raining,Daylight,2,1,single-vehicle,626.147337980188,1005.924633532996,974.5151842929156,1045.4084198547096,64148.27903500254,7004.6662898686,good,KL,Secondary,50.0,75,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,n,0.0
9654,traveldelay_15min_t2,23.801278871663644,2021-07-21,815,8,Serious,Wednesday,weekday,peak,No,Clear,Not raining,Daylight,2,1,single-vehicle,626.147337980188,1005.924633532996,974.5151842929156,1045.4084198547096,64148.27903500254,7004.6662898686,good,KL,Secondary,50.0,75,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,n,0.0
9654,traveldelay_15min_t3,8.94858803185804,2021-07-21,815,8,Serious,Wednesday,weekday,peak,No,Clear,Not raining,Daylight,2,1,single-vehicle,626.147337980188,1005.924633532996,974.5151842929156,1045.4084198547096,64148.27903500254,7004.6662898686,good,KL,Secondary,50.0,75,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,n,0.0
9654,traveldelay_15min_t4,21.66607939251155,2021-07-21,815,8,Serious,Wednesday,weekday,peak,No,Clear,Not raining,Daylight,2,1,single-vehicle,626.147337980188,1005.924633532996,974.5151842929156,1045.4084198547096,64148.27903500254,7004.6662898686,good,KL,Secondary,50.0,75,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,n,0.0
9665,traveldelay_15min_t1,0.6181476450970661,2021-07-21,1243,12,Slight,Wednesday,weekday,non-peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,1194.2501864619064,213.22756850024567,600.8243479664234,657.1754992077134,101949.20611223028,1587.89019133,bad,HKI,Main,70.0,100,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9665,traveldelay_15min_t2,0.3632814085083601,2021-07-21,1243,12,Slight,Wednesday,weekday,non-peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,1194.2501864619064,213.22756850024567,600.8243479664234,657.1754992077134,101949.20611223028,1587.89019133,bad,HKI,Main,70.0,100,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9665,traveldelay_15min_t3,0.3810101209360971,2021-07-21,1243,12,Slight,Wednesday,weekday,non-peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,1194.2501864619064,213.22756850024567,600.8243479664234,657.1754992077134,101949.20611223028,1587.89019133,bad,HKI,Main,70.0,100,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9665,traveldelay_15min_t4,1.5207496645959846,2021-07-21,1243,12,Slight,Wednesday,weekday,non-peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,1194.2501864619064,213.22756850024567,600.8243479664234,657.1754992077134,101949.20611223028,1587.89019133,bad,HKI,Main,70.0,100,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9736,traveldelay_15min_t1,3.544275290378438,2021-07-22,1905,19,Slight,Thursday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,704.8829250529653,470.5072678918893,765.3358354047745,1305.1820940494902,24157.32175043902,0.0,good,KL,Main,70.0,60,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9736,traveldelay_15min_t2,14.705872382249186,2021-07-22,1905,19,Slight,Thursday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,704.8829250529653,470.5072678918893,765.3358354047745,1305.1820940494902,24157.32175043902,0.0,good,KL,Main,70.0,60,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9736,traveldelay_15min_t3,3.7827673398769286,2021-07-22,1905,19,Slight,Thursday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,704.8829250529653,470.5072678918893,765.3358354047745,1305.1820940494902,24157.32175043902,0.0,good,KL,Main,70.0,60,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9736,traveldelay_15min_t4,1.5153666014285156,2021-07-22,1905,19,Slight,Thursday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,704.8829250529653,470.5072678918893,765.3358354047745,1305.1820940494902,24157.32175043902,0.0,good,KL,Main,70.0,60,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9748,traveldelay_15min_t1,0.0,2021-07-23,816,8,Serious,Friday,weekday,peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,941.6125148032702,429.0047879561152,1051.807027598716,1294.3344199211554,70520.87810200544,780.2909824945,bad,KL,Main,70.0,100,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,n,0.0
9748,traveldelay_15min_t2,7.374349996644365,2021-07-23,816,8,Serious,Friday,weekday,peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,941.6125148032702,429.0047879561152,1051.807027598716,1294.3344199211554,70520.87810200544,780.2909824945,bad,KL,Main,70.0,100,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,n,0.0
9748,traveldelay_15min_t3,4.031943657333573,2021-07-23,816,8,Serious,Friday,weekday,peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,941.6125148032702,429.0047879561152,1051.807027598716,1294.3344199211554,70520.87810200544,780.2909824945,bad,KL,Main,70.0,100,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,n,0.0
9748,traveldelay_15min_t4,8.807454474215843,2021-07-23,816,8,Serious,Friday,weekday,peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,941.6125148032702,429.0047879561152,1051.807027598716,1294.3344199211554,70520.87810200544,780.2909824945,bad,KL,Main,70.0,100,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,n,0.0
9749,traveldelay_15min_t1,12.9155058375687,2021-07-23,840,8,Slight,Friday,weekday,peak,No,Clear,Not raining,Not lit,3,1,vehicle-vehicle,641.8035900114276,991.0333715529372,988.055668440804,1062.6866034204022,59032.555595940816,983.7862192246,bad,KL,Secondary,70.0,75,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9749,traveldelay_15min_t2,10.05138767436743,2021-07-23,840,8,Slight,Friday,weekday,peak,No,Clear,Not raining,Not lit,3,1,vehicle-vehicle,641.8035900114276,991.0333715529372,988.055668440804,1062.6866034204022,59032.555595940816,983.7862192246,bad,KL,Secondary,70.0,75,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9749,traveldelay_15min_t3,2.8168338036070173,2021-07-23,840,8,Slight,Friday,weekday,peak,No,Clear,Not raining,Not lit,3,1,vehicle-vehicle,641.8035900114276,991.0333715529372,988.055668440804,1062.6866034204022,59032.555595940816,983.7862192246,bad,KL,Secondary,70.0,75,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9749,traveldelay_15min_t4,1.1791741142974983,2021-07-23,840,8,Slight,Friday,weekday,peak,No,Clear,Not raining,Not lit,3,1,vehicle-vehicle,641.8035900114276,991.0333715529372,988.055668440804,1062.6866034204022,59032.555595940816,983.7862192246,bad,KL,Secondary,70.0,75,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9832,traveldelay_15min_t1,4.412518936512956,2021-07-24,1515,15,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Daylight,2,1,vehicle-vehicle,871.9235959246248,229.65179531499228,1418.3893034800235,1696.5588170447752,14841.817112490127,9101.07343155653,good,KL,Secondary,70.0,60,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9832,traveldelay_15min_t2,1.4619529794816215,2021-07-24,1515,15,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Daylight,2,1,vehicle-vehicle,871.9235959246248,229.65179531499228,1418.3893034800235,1696.5588170447752,14841.817112490127,9101.07343155653,good,KL,Secondary,70.0,60,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9832,traveldelay_15min_t3,4.137709273411333,2021-07-24,1515,15,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Daylight,2,1,vehicle-vehicle,871.9235959246248,229.65179531499228,1418.3893034800235,1696.5588170447752,14841.817112490127,9101.07343155653,good,KL,Secondary,70.0,60,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9832,traveldelay_15min_t4,17.70517389833688,2021-07-24,1515,15,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Daylight,2,1,vehicle-vehicle,871.9235959246248,229.65179531499228,1418.3893034800235,1696.5588170447752,14841.817112490127,9101.07343155653,good,KL,Secondary,70.0,60,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9963,traveldelay_15min_t1,6.854192739596003,2021-07-27,1800,18,Slight,Tuesday,weekday,peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,910.4753596545476,430.0517186701696,470.0364802861755,463.6000634751488,69767.21402407016,1170.5158015103,bad,HKI,Main,70.0,70,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9963,traveldelay_15min_t2,5.082685708277271,2021-07-27,1800,18,Slight,Tuesday,weekday,peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,910.4753596545476,430.0517186701696,470.0364802861755,463.6000634751488,69767.21402407016,1170.5158015103,bad,HKI,Main,70.0,70,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9963,traveldelay_15min_t3,5.97433690301502,2021-07-27,1800,18,Slight,Tuesday,weekday,peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,910.4753596545476,430.0517186701696,470.0364802861755,463.6000634751488,69767.21402407016,1170.5158015103,bad,HKI,Main,70.0,70,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9963,traveldelay_15min_t4,18.38416258426183,2021-07-27,1800,18,Slight,Tuesday,weekday,peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,910.4753596545476,430.0517186701696,470.0364802861755,463.6000634751488,69767.21402407016,1170.5158015103,bad,HKI,Main,70.0,70,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9978,traveldelay_15min_t1,40.82858424593037,2021-07-28,830,8,Slight,Wednesday,weekday,peak,Yes,Clear,Not raining,Daylight,1,1,single-vehicle,564.6279646296455,686.7657139745257,739.0499677651092,557.6115165834914,23986.64930784862,210611.137803177,good,KL,Secondary,50.0,60,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,y,0.0
9978,traveldelay_15min_t2,20.04385633148508,2021-07-28,830,8,Slight,Wednesday,weekday,peak,Yes,Clear,Not raining,Daylight,1,1,single-vehicle,564.6279646296455,686.7657139745257,739.0499677651092,557.6115165834914,23986.64930784862,210611.137803177,good,KL,Secondary,50.0,60,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,y,0.0
9978,traveldelay_15min_t3,17.017288751011513,2021-07-28,830,8,Slight,Wednesday,weekday,peak,Yes,Clear,Not raining,Daylight,1,1,single-vehicle,564.6279646296455,686.7657139745257,739.0499677651092,557.6115165834914,23986.64930784862,210611.137803177,good,KL,Secondary,50.0,60,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,y,0.0
9978,traveldelay_15min_t4,22.37748096064454,2021-07-28,830,8,Slight,Wednesday,weekday,peak,Yes,Clear,Not raining,Daylight,1,1,single-vehicle,564.6279646296455,686.7657139745257,739.0499677651092,557.6115165834914,23986.64930784862,210611.137803177,good,KL,Secondary,50.0,60,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,y,0.0
9996,traveldelay_15min_t1,2.0175557320803508,2021-07-28,1337,13,Slight,Wednesday,weekday,non-peak,No,Clear,Not raining,Not lit,1,1,vehicle-pedestrian,1209.317433029658,206.0851153509796,610.020611007204,666.6202591263904,101949.20611223028,1587.89019133,bad,HKI,Main,70.0,100,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9996,traveldelay_15min_t2,0.6164530509198531,2021-07-28,1337,13,Slight,Wednesday,weekday,non-peak,No,Clear,Not raining,Not lit,1,1,vehicle-pedestrian,1209.317433029658,206.0851153509796,610.020611007204,666.6202591263904,101949.20611223028,1587.89019133,bad,HKI,Main,70.0,100,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9996,traveldelay_15min_t3,5.084577853844063,2021-07-28,1337,13,Slight,Wednesday,weekday,non-peak,No,Clear,Not raining,Not lit,1,1,vehicle-pedestrian,1209.317433029658,206.0851153509796,610.020611007204,666.6202591263904,101949.20611223028,1587.89019133,bad,HKI,Main,70.0,100,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
9996,traveldelay_15min_t4,0.338535627431194,2021-07-28,1337,13,Slight,Wednesday,weekday,non-peak,No,Clear,Not raining,Not lit,1,1,vehicle-pedestrian,1209.317433029658,206.0851153509796,610.020611007204,666.6202591263904,101949.20611223028,1587.89019133,bad,HKI,Main,70.0,100,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
10011,traveldelay_15min_t1,21.05715568556444,2021-07-28,2030,20,Slight,Wednesday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,623.4233539526706,144.6752408078689,1372.1510750412783,1286.3548170849033,20936.62604039656,55307.8268543767,good,KL,Local,50.0,45,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
10011,traveldelay_15min_t2,29.35986280359168,2021-07-28,2030,20,Slight,Wednesday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,623.4233539526706,144.6752408078689,1372.1510750412783,1286.3548170849033,20936.62604039656,55307.8268543767,good,KL,Local,50.0,45,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
10011,traveldelay_15min_t3,28.958779732242977,2021-07-28,2030,20,Slight,Wednesday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,623.4233539526706,144.6752408078689,1372.1510750412783,1286.3548170849033,20936.62604039656,55307.8268543767,good,KL,Local,50.0,45,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
