;VehiID;DevIDNO;DateTime;Speed;Heading;lat;lon;geometry;sp_diff;dist;trjid;x;y;time;time_interval
32456;20;205130;2021-05-02 11:04:40;0.0;14;22.349086;114.199813;POINT (838630.8532130304 823331.4453121284);0.0;4.794326117660742;78;838630.8532130304;823331.4453121284;39880;15.0
32457;20;205130;2021-05-02 11:04:55;0.0;14;22.349088;114.199829;POINT (838632.5013005914 823331.6670337733);0.0;1.6629350848935711;78;838632.5013005914;823331.6670337733;39895;15.0
32458;20;205130;2021-05-02 11:05:10;0.0;14;22.349105;114.199813;POINT (838630.8528921284 823333.5492788538);0.0;2.5020185858824764;78;838630.8528921284;823333.5492788538;39910;15.0
32459;20;205130;2021-05-02 11:05:25;0.0;14;22.349105;114.199798;POINT (838629.3077785572 823333.5490432648);0.0;1.5451135891815562;78;838629.3077785572;823333.5490432648;39925;15.0
32460;20;205130;2021-05-02 11:05:40;0.0;14;22.349079;114.199829;POINT (838632.5014527029 823330.6704179584);0.0;4.299539301351159;78;838632.5014527029;823330.6704179584;39940;15.0
32461;20;205130;2021-05-02 11:05:55;0.0;14;22.349092;114.199829;POINT (838632.5012329853 823332.1099741374);0.0;1.4395561957537049;78;838632.5012329853;823332.1099741374;39955;15.0
32462;20;205130;2021-05-02 11:06:10;0.0;14;22.349092;114.199836;POINT (838633.2222860525 823332.110084209);0.0;0.7210530756469556;78;838633.2222860525;823332.110084209;39970;15.0
32463;20;205130;2021-05-02 11:06:25;0.0;14;22.349111;114.199813;POINT (838630.8527907898 823334.2136894007);0.0;3.1685426622744752;78;838630.8527907898;823334.2136894007;39985;15.0
32464;20;205130;2021-05-02 11:06:40;0.0;14;22.349098;114.199829;POINT (838632.5011315775 823332.7743846824);0.0;2.188292810524136;78;838632.5011315775;823332.7743846824;40000;15.0
32465;20;205130;2021-05-02 11:06:55;0.0;14;22.349088;114.199829;POINT (838632.5013005914 823331.6670337733);0.0;1.1073509220493447;78;838632.5013005914;823331.6670337733;40015;15.0
32466;20;205130;2021-05-02 11:07:10;0.0;14;22.349088;114.199813;POINT (838630.8531792508 823331.6667823101);0.0;1.6481213597331248;78;838630.8531792508;823331.6667823101;40030;15.0
32467;20;205130;2021-05-02 11:07:25;0.0;14;22.349082;114.199829;POINT (838632.501401999 823331.0026232303);0.0;1.7770046457189752;78;838632.501401999;823331.0026232303;40045;15.0
32468;20;205130;2021-05-02 11:07:41;28.0;21;22.349617;114.200019;POINT (838652.0637267464 823390.2488982498);28.0;62.39235252179593;78;838652.0637267464;823390.2488982498;40061;16.0
32469;20;205130;2021-05-02 11:07:56;13.0;19;22.349975;114.200096;POINT (838659.9891596708 823429.8932868779);-15.0;40.42882680382025;78;838659.9891596708;823429.8932868779;40076;15.0
32470;20;205130;2021-05-02 11:08:11;28.0;292;22.350498;114.199966;POINT (838646.5893660436 823487.8056856776);15.0;59.442412501377696;78;838646.5893660436;823487.8056856776;40091;15.0
32471;20;205130;2021-05-02 11:08:26;4.0;269;22.35078;114.199012;POINT (838548.3165227422 823519.0182093952);-24.0;103.11049106356673;78;838548.3165227422;823519.0182093952;40106;15.0
32472;20;205130;2021-05-02 11:08:41;9.0;268;22.350774;114.198913;POINT (838538.1189924753 823518.3523008036);5.0;10.219249375332916;78;838538.1189924753;823518.3523008036;40121;15.0
32473;20;205130;2021-05-02 11:08:56;43.0;235;22.350059;114.197319;POINT (838373.9376463942 823439.1535034629);34.0;182.2853913543674;78;838373.9376463942;823439.1535034629;40136;15.0
32474;20;205130;2021-05-02 11:09:11;47.0;241;22.349508;114.195617;POINT (838198.627563042 823378.1156155645);4.0;185.6320260194171;78;838198.627563042;823378.1156155645;40151;15.0
32475;20;205130;2021-05-02 11:09:26;26.0;147;22.34872;114.194778;POINT (838112.2148538969 823290.8458312396);-21.0;122.8135642260859;78;838112.2148538969;823290.8458312396;40166;15.0
32476;20;205130;2021-05-02 11:09:41;47.0;158;22.347379;114.195785;POINT (838215.9624395585 823142.3627972376);21.0;181.1374420627949;78;838215.9624395585;823142.3627972376;40181;15.0
