;VehiID;DevIDNO;DateTime;Speed;Heading;lat;lon;geometry;sp_diff;dist;trjid;x;y;time;time_interval
32477;20;205130;2021-05-02 11:09:56;32.0;180;22.345893;114.196022;POINT (838240.3964898568 822977.813594556);-15.0;166.3534277288617;78;838240.3964898568;822977.813594556;40196;15.0
32478;20;205130;2021-05-02 11:10:11;39.0;268;22.345176;114.194686;POINT (838102.7846303429 822898.3996552654);7.0;158.8823389572361;78;838102.7846303429;822898.3996552654;40211;15.0
32479;20;205130;2021-05-02 11:10:26;0.0;252;22.345186;114.19419;POINT (838051.6913163951 822899.5010362902);-39.0;51.105183399815736;78;838051.6913163951;822899.5010362902;40226;15.0
32480;20;205130;2021-05-02 11:10:41;3.0;270;22.345153;114.194145;POINT (838047.056266016 822895.8462468872);3.0;5.902641577862882;78;838047.056266016;822895.8462468872;40241;15.0
32481;20;205130;2021-05-02 11:10:56;11.0;281;22.345172;114.193992;POINT (838031.2954240276 822897.9484098487);8.0;15.900416010257851;78;838031.2954240276;822897.9484098487;40256;15.0
32482;20;205130;2021-05-02 11:11:11;29.0;270;22.345235;114.193077;POINT (837937.0401019235 822904.9142701924);18.0;94.5123746145049;78;837937.0401019235;822904.9142701924;40271;15.0
32483;20;205130;2021-05-02 11:11:26;11.0;265;22.345125;114.191589;POINT (837783.7618010769 822892.7176495128);-18.0;153.76278830203177;78;837783.7618010769;822892.7176495128;40286;15.0
32484;20;205130;2021-05-02 11:11:42;0.0;266;22.345102;114.19152;POINT (837776.6543253019 822890.1700493426);-11.0;7.550263473583557;78;837776.6543253019;822890.1700493426;40302;16.0
32485;20;205130;2021-05-02 11:11:57;0.0;266;22.345111;114.19152;POINT (837776.6542281645 822891.1666646408);0.0;0.9966153029426414;78;837776.6542281645;822891.1666646408;40317;15.0
32486;20;205130;2021-05-02 11:12:12;0.0;266;22.345109;114.19152;POINT (837776.6542497509 822890.9451945749);0.0;0.2214700669325687;78;837776.6542497509;822890.9451945749;40332;15.0
32487;20;205130;2021-05-02 11:12:27;0.0;266;22.345102;114.19152;POINT (837776.6543253019 822890.1700493426);0.0;0.7751452360100728;78;837776.6543253019;822890.1700493426;40347;15.0
32488;20;205130;2021-05-02 11:12:42;0.0;305;22.345106;114.191513;POINT (837775.9332085812 822890.6129192096);0.0;0.846252352457802;78;837775.9332085812;822890.6129192096;40362;15.0
32489;20;205130;2021-05-02 11:12:57;26.0;268;22.345111;114.191307;POINT (837754.7129909707 822891.1645415677);26.0;21.227386147659868;78;837754.7129909707;822891.1645415677;40377;15.0
32490;20;205130;2021-05-02 11:13:12;66.0;269;22.345111;114.189247;POINT (837542.5113548901 822891.1456089122);40.0;212.201636925217;78;837542.5113548901;822891.1456089122;40392;15.0
32491;20;205130;2021-05-02 11:13:27;0.0;258;22.34493;114.187965;POINT (837410.4533713391 822871.0922502778);-66.0;133.5718840627149;78;837410.4533713391;822871.0922502778;40407;15.0
32492;20;205130;2021-05-02 11:13:42;41.0;258;22.344835;114.187149;POINT (837326.3974131132 822860.5664401962);41.0;84.71243587076646;78;837326.3974131132;822860.5664401962;40422;15.0
32493;20;205130;2021-05-02 11:13:57;51.0;239;22.3439;114.185562;POINT (837162.9254222865 822757.0188636131);10.0;193.50760295415975;78;837162.9254222865;822757.0188636131;40437;15.0
32494;20;205130;2021-05-02 11:14:12;3.0;214;22.343118;114.184478;POINT (837051.2654670394 822670.4180188527);-48.0;141.30694221798706;78;837051.2654670394;822670.4180188527;40452;15.0
32495;20;205130;2021-05-02 11:14:27;0.0;214;22.343118;114.184463;POINT (837049.7202875448 822670.4179405349);-3.0;1.5451794966414023;78;837049.7202875448;822670.4179405349;40467;15.0
32496;20;205130;2021-05-02 11:14:42;15.0;210;22.343074;114.18444;POINT (837047.3512582884 822665.5454805607);15.0;5.417856201235788;78;837047.3512582884;822665.5454805607;40482;15.0
32497;20;205130;2021-05-02 11:14:57;43.0;309;22.343599;114.183219;POINT (836921.5711442342 822723.6755192236);28.0;138.563120946489;78;836921.5711442342;822723.6755192236;40497;15.0
32498;20;205130;2021-05-02 11:15:12;51.0;264;22.343996;114.181373;POINT (836731.410382646 822767.6304247746);8.0;195.1746627249072;78;836731.410382646;822767.6304247746;40512;15.0
32499;20;205130;2021-05-02 11:15:27;34.0;147;22.343223;114.180641;POINT (836656.0082593227 822682.0301723203);-17.0;114.07402606158168;78;836656.0082593227;822682.0301723203;40527;15.0
32500;20;205130;2021-05-02 11:15:42;37.0;44;22.343404;114.181411;POINT (836735.3268047139 822702.0754160609);3.0;81.81224504677755;78;836735.3268047139;822702.0754160609;40542;15.0
32501;20;205130;2021-05-02 11:15:58;64.0;350;22.345544;114.181373;POINT (836731.4052172384 822939.0482460582);27.0;237.00527632367388;78;836731.4052172384;822939.0482460582;40558;16.0
